Country,Year,FDI,Imports,Exports,Aid,ME,PI
Guyana,1977,-1764705.883,78.76767138,63.20796657,3.145505643,6.07,0
Honduras,1977,8900000.0,39.26325664,34.8307917,4.391501863,1.9,312
Haiti,1977,8000000.002,,,23.4479007,,0
Hungary,1977,,,,,2.96,0
Indonesia,1977,235000000.0,20.07921855,23.49098139,,3.21,0
India,1977,-36060000.0,6.264929324,6.383171814,14.07015013,3.16,500
Ireland,1977,136240000.0,53.78303734,44.21682025,,1.53,312
Iraq,1977,4389999.9,40.83336178,56.1981496,,9.81,3125
Iceland,1977,4200000.0,33.30014467,32.43390007,,,0
Israel,1977,81000000.0,,,10.19953984,23.09,625
Italy,1977,1129034015.0,20.42988197,21.37967489,,1.89,4062
Jamaica,1977,-9700000.0,28.38235888,29.76678163,2.315750115,0.94,562
Jordan,1977,11230237.21,82.90845886,33.12572422,26.4164323,12.53,0
Japan,1977,21000000.0,10.83952692,12.28760896,,0.89,0
Kenya,1977,56545225.67,31.5930964,34.95886876,9.845640624,3.74,0
Cambodia,1977,,,,,,1500
Kuwait,1977,1330000.0,43.44284443,72.02626387,0.008043404,5.29,0
Lebanon,1977,6099999.9,,,,4.73,3437
Liberia,1977,170449999.9,,,,1.15,0
Libya,1977,-451273599.7,,,0.08218943,2.46,250
Sri Lanka,1977,-1218567.211,30.15628863,33.8149257,21.98785362,0.68,2500
Lesotho,1977,440000.0,112.4330756,11.89767995,15.23504776,1.44,0
Luxembourg,1977,,77.62803507,87.74389541,,0.91,0
Morocco,1977,7994056.273,37.32119531,16.8959627,14.20246918,6.62,0
Madagascar,1977,-2767842.152,20.04897104,16.44499126,13.28740213,2.31,0
Mexico,1977,327101999.9,10.22219578,10.3190914,,0.53,2000
Mali,1977,3052755.441,19.57941124,12.75569507,48.68530967,3.13,0
Malta,1977,18469880.92,90.42914378,76.92383443,5.271676702,,0
Mongolia,1977,,,,,,0
Mozambique,1977,,,,,,3125
Mauritania,1977,4123975.176,50.81404576,25.984498,43.35024941,,1250
Mauritius,1977,2270213.413,59.44505696,48.80558618,4.505624225,0.17,0
Malawi,1977,5537539.587,,,,1.69,0
Malaysia,1977,405885818.5,42.63450835,50.14223871,1.104800258,4.85,3125
Niger,1977,12850065.24,29.32952038,19.64259194,25.01954128,0.94,0
Nigeria,1977,440514242.5,,,0.297527085,6.02,0
Nicaragua,1977,10000000.0,37.42649495,32.09133352,2.558315392,2.47,1250
Netherlands,1977,605297449.1,43.72977318,45.94453501,,2.95,562
Norway,1977,768296209.7,42.65142464,33.55055936,,3.1,0
Nepal,1977,0.0,14.31712905,11.78819387,33.45030699,0.89,0
New Zealand,1977,154319999.9,27.7504315,26.14587995,,2.12,0
Oman,1977,48060220.17,44.04307731,58.3016415,26.14431124,18.78,3125
Pakistan,1977,15223204.01,17.85733365,9.343029623,18.44423046,5.55,9062
Panama,1977,10900000.0,71.71153716,65.30869819,1.569658071,,0
Peru,1977,54100000.0,22.1190471,15.47478059,2.828279653,8.21,1625
Philippines,1977,210000000.0,,,3.411585238,3.62,5437
Papua New Guinea,1977,19802242.97,46.26877166,44.97497112,30.47340724,1.25,0
Poland,1977,5000000.0,,,,,125
Portugal,1977,57914757.95,26.09337606,14.43469699,,2.07,2750
Paraguay,1977,21700000.0,22.44131527,19.45397023,6.641635409,2.89,0
Qatar,1977,2020000.0,,,,,0
Romania,1977,0.0,,,,,687
Rwanda,1977,4950000.0,17.66019979,14.26776612,,2.15,0
Saudi Arabia,1977,782964286.0,32.56100646,57.42053992,0.023029966,15.65,0
Sudan,1977,8269999.9,16.6283701,9.375,32.80260407,2.62,0
Senegal,1977,27963239.84,38.33823053,25.61551843,11.51752861,,0
Singapore,1977,291465114.5,164.2247389,162.7589707,0.107215849,5.68,0
Sierra Leone,1977,5058889.549,26.7297691,19.7195089,10.87558593,1.09,437
El Salvador,1977,18640000.0,37.47297299,38.16510388,2.279935087,0.97,3500
Somalia,1977,7780000.0,59.21509679,20.26162188,,0.46,0
Sweden,1977,81453706.86,26.32235021,24.95784024,,3.1,0
Seychelles,1977,7064934.16,70.91301703,17.18532036,16.6706283,,1875
Chad,1977,21153560.04,28.37261312,15.3540415,32.69798576,,1875
Togo,1977,11258562.07,52.46282824,41.46905289,17.59495812,3.07,0
Thailand,1977,106077896.2,25.3776947,19.95836395,2.465231129,3.48,5312
Trinidad and Tobago,1977,83541666.7,,,0.147865623,0.49,0
Tunisia,1977,93250961.87,38.01268306,29.5816415,11.6339151,2.38,0
Tanzania,1977,2939999.9,,,40.19625282,5.48,0
Uganda,1977,800000.0,7.798477564,9.152644231,,2.04,1875
Uruguay,1977,66000000.0,22.65854233,19.89644081,,3.75,0
South Africa,1977,-121900030.5,21.9276436,26.28374264,,5.26,8750
Zambia,1977,42960000.0,,,,,0
Zimbabwe,1977,-3815193.517,20.21760194,21.39502863,0.667264409,6.54,3437
Afghanistan,1978,,13.87205375,10.84175028,,,3375
Angola,1978,1870000.0,,,,,1250
Albania,1978,,,,,,0
United Arab Emirates,1978,39119999.9,,,,,0
Argentina,1978,250000000.0,5.715406434,8.608389938,0.277116406,4.72,1000
Australia,1978,1676855615.0,14.57099888,13.60676959,,2.22,0
Austria,1978,142389999.9,30.55289489,29.11509236,,1.43,250
Burundi,1978,890000.0,20.2264008,11.70769278,,2.8,0
Belgium,1978,1435800000.0,46.55095976,45.76164418,,3.26,500
Benin,1978,753359.5619,34.54536444,16.52508821,16.1366137,1.19,0
Burkina Faso,1978,1159999.9,27.75082927,7.468419216,,3.28,0
Bangladesh,1978,7700000.0,15.4808518,5.557663161,57.9552893,1.27,0
Bulgaria,1978,,,,,,0
Bahrain,1978,22970508.34,,,3.098150612,4.96,0
Bolivia,1978,11500000.0,30.1082418,22.59514375,10.79567855,2.6,2375
Brazil,1978,2006000000.0,7.884901519,6.692986079,0.413390743,1.6,250
Botswana,1978,40813517.29,68.524389,52.06053789,14.77746602,2.87,0
Central African Republic,1978,6084486.344,33.88576027,23.42031763,24.47715878,,0
Canada,1978,3740191708.0,24.31356111,24.53095689,,1.85,0
Switzerland,1978,,,,,1.97,0
Chile,1978,181000000.0,23.65739455,19.81899866,0.090189494,6.73,2500
China,1978,,5.094187394,4.555954147,,,500
Cameroon,1978,40548470.54,28.12202863,23.65519781,11.92687868,1.67,0
Colombia,1978,107000000.0,13.79854797,16.62596607,1.470819666,1.55,1562
Costa Rica,1978,48600000.0,36.03145066,28.18118938,2.537015902,,0
Cuba,1978,,44.15015721,32.61317332,,,0
Cyprus,1978,57026191.23,62.92201839,42.32970953,5.359534152,,0
Djibouti,1978,700000.0,,,,0.02,0
Denmark,1978,89464875.42,29.63456783,27.41811592,,2.27,312
Dominican Republic,1978,63600000.0,29.46607807,18.64670222,1.542159411,2.18,1875
Algeria,1978,135152172.3,40.16873217,25.53583672,1.796964269,2.38,0
Ecuador,1978,48600000.0,18.56384611,14.73198271,1.255941364,2.14,0
Spain,1978,1178156262.0,13.84567385,13.87953944,,2.36,6062
Ethiopia,1978,0.0,,,23.21439387,4.81,10812
Finland,1978,33797154.83,24.76561583,27.86032209,,1.43,250
Fiji,1978,12190000.0,,,,0.87,0
France,1978,2471468400.0,19.19561925,20.24261652,,3.15,437
Gabon,1978,56546282.41,46.92136499,61.75816024,3.177767211,,0
United Kingdom,1978,3787370849.0,26.66908594,28.29676302,,4.73,1375
Ghana,1978,9696236.565,9.687410655,8.357952921,10.1835299,0.85,500
Guinea,1978,630000.0,,,,,0
Guinea-Bissau,1978,,36.05310886,7.734685919,,,0
Equatorial Guinea,1978,-20000.0,,,,,250
Greece,1978,428000000.0,19.48386616,13.65272881,,5.58,0
Guatemala,1978,127200000.0,27.26254481,21.47563597,1.848778344,1.18,4812
Guyana,1978,4019999.9,63.09852489,63.08274828,7.742025585,3.89,0
Honduras,1978,13150000.0,39.87025345,31.02306251,5.68785478,2.27,1875
Haiti,1978,10000000.0,,,22.75936204,,0
Hungary,1978,,,,,3.24,0
Indonesia,1978,417709999.9,20.84762156,21.86714148,,3.16,1937
India,1978,18090000.0,6.588186608,6.314825235,11.97071853,3.13,4000
Ireland,1978,375259999.9,55.0116429,44.7005501,,1.48,0
Iraq,1978,300000.0,31.64885279,56.67806755,,8.12,562
Iceland,1978,8100000.0,33.16258951,35.98056745,,,0
Israel,1978,39000000.0,,,9.263488292,22.89,125
Italy,1978,477670644.8,19.58943128,21.67875686,,1.88,9000
Jamaica,1978,-26600000.0,37.3307637,40.55225449,9.131342153,,250
Jordan,1978,56431307.45,79.83151012,33.45907205,23.43885257,11.72,0
Japan,1978,8000000.0,8.874594285,10.43364737,,0.89,2937
Kenya,1978,34414129.64,38.68802232,28.93551834,10.70131818,5.2,0
Cambodia,1978,,,,,,3375
Kuwait,1978,760000.0,39.8658631,70.53912717,0.014517102,4.76,312
Lebanon,1978,2230000.0,,,,8.49,3250
Liberia,1978,144690000.0,,,,1.24,0
Libya,1978,-702581652.2,,,0.060240227,3.8,0
Sri Lanka,1978,1474392.373,39.54529474,34.77088949,26.71118727,0.8,0
Lesotho,1978,20000.0,90.59534081,17.25625539,17.72492463,1.51,0
Luxembourg,1978,,77.24827106,84.62928135,,0.93,0
Morocco,1978,11759988.24,30.06835406,16.37088878,10.09881728,5.84,0
Madagascar,1978,-3678181.295,24.05740086,17.15103831,15.46825892,2.42,312
Mexico,1978,658162999.9,11.03976893,10.47097133,,0.5,875
Mali,1978,-886305.3669,29.82856806,11.59798482,43.22685724,3.21,1875
Malta,1978,21536997.85,80.53208908,73.55352878,5.821246716,,0
Mongolia,1978,,,,,,0
Mozambique,1978,2000000.0,,,,,3125
Mauritania,1978,2859463.851,44.78588553,26.44952563,64.44069106,,3125
Mauritius,1978,4380787.812,55.56088207,43.22467242,7.605078127,0.17,125
Malawi,1978,9125979.115,,,22.69630341,2.69,0
Malaysia,1978,499991005.0,43.49099931,49.05505992,0.967031537,3.71,1250
Namibia,1978,,,,,,.
Niger,1978,42657877.31,27.82870094,22.53064787,25.32026299,0.93,0
Nigeria,1978,210933271.4,,,0.266021814,5.33,437
Nicaragua,1978,7000000.0,31.24929146,34.40969822,3.758319097,3.22,6625
Netherlands,1978,1082145423.0,42.56943214,43.86507421,,2.75,0
Norway,1978,489814167.6,35.28765371,35.43403297,,2.84,0
Nepal,1978,410000.0,15.47232808,10.57165982,25.20181182,0.86,0
New Zealand,1978,273740000.0,25.89960519,26.64410603,,2.21,0
Oman,1978,86276780.79,48.72687282,58.32012062,4.128997746,20.95,0
Pakistan,1978,32273192.51,18.48764277,9.430399129,15.42141674,5.5,1125
Panama,1978,-2500000.0,66.79261395,59.02509204,1.067617457,,250
Peru,1978,25000000.0,19.52802608,20.18288886,4.983481209,6.2,1500
Philippines,1978,101000000.0,,,3.915058439,2.58,3375
Papua New Guinea,1978,38906963.65,45.41965385,41.93643276,28.85009788,1.27,0
Poland,1978,25000000.0,,,,,0
Portugal,1978,65993577.46,25.36889978,15.76151042,,2.09,250
Paraguay,1978,24600000.0,22.11463933,18.42023674,4.914445679,2.96,0
Qatar,1978,8910000.0,,,,,0
Romania,1978,0.0,,,,,0
Rwanda,1978,4690000.0,23.80011982,14.780998,,1.59,0
Saudi Arabia,1978,555954027.6,41.59761956,49.31664078,0.015798175,16.74,312
Sudan,1978,5990000.0,15.21413206,7.919953067,40.69154151,2.04,0
Senegal,1978,-5007625.323,32.31917267,17.89055418,20.38163399,,0
Singapore,1978,299908752.2,169.1635674,165.4383937,0.046717855,5.2,0
Sierra Leone,1978,24258785.87,24.00784952,19.82263021,11.45859545,1.0,0
El Salvador,1978,23360000.0,39.52991726,30.2663685,2.596471064,1.12,6187
Somalia,1978,300000.0,56.10559982,25.84036768,,0.99,1875
Sweden,1978,69712036.85,24.63889642,25.71940247,,3.15,0
Seychelles,1978,6328689.099,67.59482179,17.72545393,19.0927504,,0
Chad,1978,34136051.21,27.96756917,16.42274122,45.41439024,,3437
Togo,1978,92893665.51,76.88171783,63.97849416,17.78883982,2.71,0
Thailand,1978,55653209.32,24.11327267,19.8857021,4.043223099,3.92,1250
Trinidad and Tobago,1978,128833333.4,,,0.198876146,0.51,0
Tunisia,1978,91308657.52,38.7374693,30.96340432,13.02631486,2.49,875
Tanzania,1978,6120000.0,,,33.41597872,10.11,0
Uganda,1978,1970000.0,18.86250135,13.65285812,,1.97,0
Uruguay,1978,128800000.0,21.15458089,18.84697442,0.488079577,3.62,0
South Africa,1978,-109250027.3,22.52651751,28.42499331,,4.56,3187
Zambia,1978,38600000.0,,,15.49128614,,0
Zimbabwe,1978,2519175.293,19.98545133,22.02169524,0.942851591,7.99,3125
Afghanistan,1979,1200000.0,,,12.44168536,,6625
Angola,1979,2000000.0,,,,,2500
Albania,1979,,,,,,0
United Arab Emirates,1979,64579999.9,,,,,0
Argentina,1979,206000000.0,6.329769174,6.510915467,0.269597563,4.67,3125
Australia,1979,1489983133.0,15.33544981,14.28872178,,2.19,125
Austria,1979,187430000.0,32.43644404,30.88077553,,1.43,0
Burundi,1979,-300000.0,22.72214152,14.16264464,,2.64,0
Belgium,1979,1130080000.0,51.65053204,49.9224385,,3.26,812
Benin,1979,3568043.123,37.02178868,17.51637947,21.77003744,1.93,0
Burkina Faso,1979,1490000.0,29.28244368,8.246134387,,2.7,0
Bangladesh,1979,-8009999.9,15.79784406,6.109219481,51.85880272,0.93,0
Bulgaria,1979,,,,,,0
Bahrain,1979,145171539.9,,,4.29204663,5.89,0
Bolivia,1979,35000000.0,27.39607582,24.17470347,9.350787063,2.71,5187
Brazil,1979,2419000000.0,9.326102558,7.240780049,0.308005483,1.52,812
Botswana,1979,127851715.1,65.24992517,54.12301706,14.91253739,3.5,0
Central African Republic,1979,22757439.74,35.13293947,22.43256736,32.78752361,,2687
Canada,1979,5307737031.0,25.90953386,26.32851352,,1.71,250
Switzerland,1979,,,,,2.04,0
Chile,1979,244000000.0,25.54806916,22.12796082,-0.49486754,6.33,500
China,1979,80000.0,5.923734773,5.162843357,,,1625
Cameroon,1979,62099933.68,28.24239492,21.0785468,15.01379545,1.66,0
Colombia,1979,127000000.0,13.44513075,15.2164715,0.875095424,1.67,1937
Costa Rica,1979,43500000.0,37.19335821,26.92283179,1.799964349,,0
Cuba,1979,,44.14323653,32.56191055,,,0
Cyprus,1979,70533030.88,63.76627067,44.68084632,2.527757729,,0
Djibouti,1979,170000.0,,,,0.02,0
Denmark,1979,223893245.4,31.61488493,29.23299588,,2.25,250
Dominican Republic,1979,17100000.0,31.767482,22.02645232,2.699688949,2.18,2750
Algeria,1979,25692486.04,32.86574908,31.14830021,0.918960459,2.14,0
Ecuador,1979,63400000.0,18.17150327,17.90807849,1.855410184,1.99,0
Spain,1979,1396810449.0,14.13184287,13.70415411,,2.5,9500
Ethiopia,1979,0.0,,,26.81853186,6.89,1875
Finland,1979,27528009.75,28.53495166,29.57857838,,1.48,250
Fiji,1979,10170587.69,,,5.616121315,0.94,0
France,1979,2588309413.0,20.31767158,20.71595389,,3.14,687
Gabon,1979,55048465.05,37.40304065,58.48588272,2.198663953,1.88,0
United Kingdom,1979,6469481160.0,26.98482583,27.65681813,,4.68,1250
Ghana,1979,-2800000.0,11.16150521,11.23237191,15.00064235,0.65,2125
Guinea,1979,-520000.0,,,,,0
Guinea-Bissau,1979,230000.0,41.52645047,7.272209196,,,0
Equatorial Guinea,1979,,,,,,2437
Greece,1979,613000000.0,20.3584322,15.17378736,,5.18,0
Guatemala,1979,117000000.0,25.85112781,21.34847677,2.196157577,1.31,8437
Guyana,1979,588235.2943,69.2255486,59.80695272,7.405169807,3.72,1000
Honduras,1979,28200000.0,41.74248932,32.95550559,6.572428499,2.24,0
Haiti,1979,12000000.0,,,21.78741785,,312
Hungary,1979,,,,,3.24,0
Indonesia,1979,226000000.0,23.58971317,30.06582275,,3.02,1875
India,1979,48570000.0,8.169166374,6.749638157,10.97291644,3.26,8187
Ireland,1979,336680000.0,60.78813478,44.51102323,,1.58,0
Iraq,1979,1610000.0,31.16358622,62.45343506,,6.15,2375
Iceland,1979,3100000.0,36.35163438,37.3831602,,,0
Israel,1979,11000000.0,,,10.22157078,19.38,250
Italy,1979,415373573.0,21.32519001,22.38522918,,1.87,1375
Jamaica,1979,-26400000.0,50.63205365,49.80722948,7.944301645,,875
Jordan,1979,26371066.47,86.73791349,34.72773537,52.30379496,12.21,0
Japan,1979,239000000.0,11.79835452,10.8540732,,0.91,375
Kenya,1979,84009903.28,31.61102051,25.75315424,15.69778857,5.5,0
Cambodia,1979,,,,,,3625
Kuwait,1979,1280000.0,28.81663437,77.97012129,0.01549345,3.55,0
Lebanon,1979,290000.0,,,,10.07,3375
Liberia,1979,41210000.0,,,691.1210577,1.15,312
Libya,1979,-587736574.4,,,0.028887544,3.22,0
Sri Lanka,1979,46911742.09,45.75371753,33.71065341,19.45194298,0.83,125
Lesotho,1979,200000.0,123.6185018,22.10397053,18.07206693,1.85,0
Luxembourg,1979,,81.46988473,91.84977691,,0.92,250
Morocco,1979,7437548.637,29.86461003,17.01013813,10.40599634,5.63,1250
Madagascar,1979,-6581395.805,30.38712953,14.57538181,14.30135759,2.93,0
Mexico,1979,1332000000.0,12.45095502,11.18916232,0.309816952,0.51,250
Mali,1979,3060000.0,27.22603877,11.99242118,42.05765913,2.97,125
Malta,1979,16179875.63,84.61932514,79.3891826,5.63201264,,0
Mongolia,1979,,,,,,0
Mozambique,1979,2430000.0,,,,,3125
Mauritania,1979,63234733.34,41.29250156,26.30592433,41.30931839,,1250
Mauritius,1979,1743787.427,54.42408377,42.67015707,4.726655677,0.2,250
Malawi,1979,-1224173.136,,,24.47000071,4.07,0
Malaysia,1979,573467421.8,47.13941065,56.01413062,1.08511935,3.67,1250
Namibia,1979,,,,,,.
Niger,1979,46788844.8,36.87119428,28.54114854,22.64143781,0.84,0
Nigeria,1979,309598869.2,,,0.161227312,4.32,0
Nicaragua,1979,2800000.0,28.13236275,42.02458021,13.93373671,3.1,3875
Netherlands,1979,1715155179.0,46.6875551,47.86123965,,2.84,0
Norway,1979,401356278.2,36.38759119,38.49227144,,2.77,0
Nepal,1979,300000.0,15.96668955,11.78482957,38.64546049,0.91,562
New Zealand,1979,350540000.0,30.17974488,28.62872053,,2.16,250
Oman,1979,117544875.8,40.71344707,61.06241954,14.60925143,15.64,0
Pakistan,1979,58254127.36,21.81925455,11.04532745,12.97296327,5.45,875
Panama,1979,49800000.0,72.91371782,58.94933141,0.682905026,,937
Peru,1979,71000000.0,18.58211217,27.00502325,5.38988057,3.35,250
Philippines,1979,7000000.0,,,3.287318051,2.96,3375
Papua New Guinea,1979,44202748.93,45.58985388,45.47960643,23.87075926,1.21,0
Poland,1979,30000000.0,,,,,250
Portugal,1979,78304050.82,29.5365987,21.19668693,,2.03,250
Paraguay,1979,50200000.0,21.55609341,16.05824665,3.026022314,2.03,125
Qatar,1979,4570000.0,,,,,0
Romania,1979,0.0,,,,,0
Rwanda,1979,12570000.0,22.75137819,21.04606313,,1.75,0
Saudi Arabia,1979,-1270516965.0,34.24392912,54.85636129,0.021334542,15.77,0
Sudan,1979,-2660000.0,19.35564228,9.955991032,64.03756306,2.59,4687
Senegal,1979,8931860.256,30.96020451,18.84247686,25.3862308,3.43,0
Singapore,1979,836031838.2,190.3330937,184.6773125,0.028527609,4.65,0
Sierra Leone,1979,16083672.27,27.085669,19.90489655,11.72887086,1.11,0
El Salvador,1979,-9960000.0,37.14127441,36.97151081,2.682437371,1.58,5812
Somalia,1979,10000.0,75.52791544,24.3054171,,0.97,0
Sweden,1979,112469609.9,28.45312767,27.70046553,,3.12,0
Seychelles,1979,7506481.803,66.35798486,17.2010175,21.8610249,,2312
Chad,1979,-1290000.0,34.63762863,17.77860104,66.69144874,,6125
Togo,1979,52585152.01,76.23510704,50.00190008,17.05830891,2.25,0
Thailand,1979,55280864.57,29.29683378,22.5711224,4.409277074,4.38,0
Trinidad and Tobago,1979,93833333.37,,,0.150284883,0.59,0
Tunisia,1979,49205031.34,41.96783025,38.98015058,6.466729181,2.24,0
Tanzania,1979,8019999.9,,,48.10320313,8.5,0
Uganda,1979,2000000.0,17.5313519,19.40136277,,1.69,2375
Uruguay,1979,215500000.0,21.16702346,16.8331009,0.430360911,3.8,0
South Africa,1979,-484547334.2,22.86360211,31.24340618,,3.86,250
Zambia,1979,35200000.0,,,19.87002667,,0
Zimbabwe,1979,146951.3925,22.66113376,21.80000291,0.97414429,8.52,3375
Afghanistan,1980,9000000.0,,,3.09356413,,4562
Angola,1980,37420000.0,,,,,0
Albania,1980,0.0,23.53660059,23.95749191,,6.05,0
United Arab Emirates,1980,97640000.0,,,,,125
Argentina,1980,678000000.0,6.48369978,5.061972681,0.273017065,3.1,0
Australia,1980,1866223965.0,15.88639943,16.41235551,,2.25,0
Austria,1980,239300000.0,35.13193407,31.69307154,,1.42,250
Burundi,1980,4599999.9,23.29206503,8.809380565,,2.92,0
Belgium,1980,1544780000.0,52.9381673,50.11728048,,3.25,500
Benin,1980,4316555.846,37.32210672,15.81651288,20.62526542,2.03,0
Burkina Faso,1980,20000.0,31.26250766,8.950521024,,2.75,1875
Bangladesh,1980,8509999.9,17.88294732,5.494283791,42.33526297,0.86,1250
Bulgaria,1980,0.0,30.68861231,35.70780505,,,0
Bahrain,1980,-418036875.0,115.2404715,124.1084535,5.184569051,5.7,0
Bolivia,1980,47000000.0,22.28548798,24.52752006,12.4091402,3.17,2937
Brazil,1980,1911000000.0,11.19301262,8.962394873,0.229379315,1.14,0
Botswana,1980,111550709.4,66.44230186,53.05924444,11.04013939,3.21,0
Central African Republic,1980,5343631.085,41.08078286,25.22154522,33.44849654,,0
Canada,1980,5813268735.0,25.8104771,27.50749862,,1.76,0
Switzerland,1980,,48.56312707,46.32151828,,1.68,312
Chile,1980,213000000.0,26.44874681,21.67128122,-0.090311007,6.48,625
China,1980,57000000.0,6.513236386,5.911612142,,,250
Cameroon,1980,129827990.0,27.1313909,27.88474819,10.37606002,1.56,0
Colombia,1980,157137700.0,15.59700595,16.21798079,0.678191399,1.83,1875
Costa Rica,1980,52600000.0,36.81902092,26.47788286,1.302055918,,0
Cuba,1980,,44.28135525,32.7524368,,,0
Cyprus,1980,84973393.79,63.06720982,45.25845316,3.735441447,,0
Djibouti,1980,220000.0,,,,0.54,0
Denmark,1980,104119701.0,32.95309552,32.50285239,,2.36,0
Dominican Republic,1980,92700000.0,34.06918522,20.34574063,3.168268129,1.58,0
Algeria,1980,348669038.1,30.33846169,34.33846147,1.409829801,2.1,0
Ecuador,1980,70000000.0,17.8769831,17.14802649,0.905999806,1.78,0
Spain,1980,1492697190.0,17.26981457,14.29079551,,2.49,2875
Ethiopia,1980,0.0,,,24.22535827,8.71,0
Finland,1980,27949721.28,32.12407523,30.82271147,,1.67,0
Fiji,1980,36334087.82,51.92995304,48.53694739,5.463251407,0.86,0
France,1980,3282773278.0,22.52030901,20.98257963,,3.16,0
Gabon,1980,31522217.03,31.63017032,64.72019465,2.885805091,1.6,0
United Kingdom,1980,10122844316.0,24.40553771,26.88680239,,5.02,1562
Ghana,1980,15600000.0,9.154765238,8.466349295,15.10170143,0.77,0
Guinea,1980,560000.0,,,,0.9,312
Guinea-Bissau,1980,,41.84189444,12.68755891,,,1875
Equatorial Guinea,1980,,,,,,0
Greece,1980,672000000.0,25.26174183,19.32407431,,4.66,625
Guatemala,1980,110700000.0,24.91908564,22.18640131,1.991362493,1.32,10625
Guyana,1980,588235.2943,93.64058355,81.28646552,4.951366047,3.7,1062
Honduras,1980,5800000.0,45.24859914,33.14712833,6.643691365,2.22,0
Haiti,1980,13000000.0,,,19.06854458,,750
Hungary,1980,,,,,3.34,0
Indonesia,1980,180000000.0,22.1798762,30.47417027,,2.92,1562
India,1980,79159999.9,9.245025716,6.139551132,12.52619023,3.13,7125
Ireland,1980,286449999.9,57.94090638,44.36221164,,1.67,0
Iraq,1980,1530000.0,31.56232761,63.48735313,,5.51,0
Iceland,1980,22300000.0,35.06870035,34.96583213,,,0
Israel,1980,51000000.0,,,6.629216623,18.92,750
Italy,1980,578156245.0,22.78655686,20.18609946,,1.76,1937
Jamaica,1980,27700000.0,51.04020238,51.06743835,6.601322822,,1250
Jordan,1980,33830643.46,85.30345952,40.38973302,47.62691969,10.65,0
Japan,1980,278000000.0,13.80114255,12.84822195,,0.91,125
Kenya,1980,78973745.62,35.89983172,29.51696422,12.75711312,4.52,0
Cambodia,1980,1000000.0,,,,,3125
Kuwait,1980,830000.0,34.29789473,78.34904719,0.097968476,3.31,0
Lebanon,1980,-12160000.0,,,,12.36,4125
Liberia,1980,71920000.0,,,784.2295549,1.49,4750
Libya,1980,-1089340260.0,,,0.08653451,2.92,0
