Year,Country,PI,GDPPC,GDP_Growth,GINI,Gov_Debt,Inflation,Life_Exp,Unemployment,Edu
2010,Netherlands,250,42201.77541,2.050876108,29.0,,1.688130179,79.34634146,5.87,10.8
2010,Norway,0,73524.25492,2.685084425,30.6,,1.532133676,80.04146341,4.38,11.78
2010,Nepal,875,603.7488472,3.479181048,,51.76462305,6.836332659,65.457,10.52,3.55
2010,New Zealand,0,35095.36316,3.353315797,,44.16984908,3.037023326,79.85121951,3.81,11.77
2010,Pakistan,2437,1208.68129,7.276574436,31.3,,9.06332737,62.466,0.591,4.93
2010,Panama,0,7872.785496,7.191279345,53.8,,3.181705195,75.829,5.949,9.18
2010,Peru,312,3828.852729,6.285060325,50.5,,1.616301939,72.986,4.87,9.55
2010,Philippines,0,2079.331829,4.942505119,,65.70974312,6.516853933,70.24,3.8,8.18
2010,Papua New Guinea,0,1886.527549,6.344795923,,,1.780804399,61.801,2.402,3.99
2010,Poland,0,8554.693897,3.506834614,35.8,,2.183798724,74.99512195,17.75,10.94
2010,Portugal,0,19224.03465,0.781848216,38.5,,2.277163949,78.07073171,7.58,7.02
2010,Paraguay,0,4171.24517,2.133490665,51.4,,6.807382031,70.527,4.82,7.59
2010,Qatar,0,58757.99267,7.492758483,,,8.814395323,76.064,0.865,7.29
2010,Romania,250,6325.221288,4.668148051,,19.35322537,9.014912833,71.91219512,7.17,10.31
2010,Rwanda,1875,447.4698277,9.377898103,52.0,,9.014089181,57.316,11.907,3.83
2010,Saudi Arabia,0,18295.45485,5.573850122,,,0.479230398,74.588,6.05,7.69
2010,Sudan,1250,2213.790771,5.643515513,,,8.505850759,57.279,14.976,3.15
2010,Senegal,0,1145.707636,4.310238526,39.2,,1.711333259,60.915,8.865,1.57
2010,Singapore,0,41798.48808,7.366322393,,94.96669378,0.425106277,79.9902439,5.59,8.83
2010,Sierra Leone,0,465.7784047,4.35349995,,,,48.237,3.553,3.22
2010,El Salvador,0,3146.470377,2.680830094,48.5,56.21581168,4.690948709,70.44,7.22,7.34
2010,Serbia,0,,,,,,,,
2010,Slovenia,0,19239.39991,3.797972642,24.6,,2.451501323,77.61219512,6.51,11.59
2010,Sweden,0,45990.37433,2.85880324,26.8,57.86921908,0.453170853,80.54634146,7.49,11.81
2010,Togo,0,644.9279638,-4.666299382,,,6.78292893,55.962,4.259,5.16
2010,Thailand,1625,4385.280806,4.187638429,,25.45812828,4.540369196,73.82,1.35,7.03
2010,Tajikistan,1250,617.9388638,6.699998517,,,7.091932441,66.514,13.119,10.38
2010,Tonga,0,3701.799626,0.081033894,,,8.665692211,69.768,2.502,9.33
2010,Trinidad and Tobago,0,14259.64748,6.20893788,,,6.874534596,71.308,7.95,10.08
2010,Tunisia,0,3259.708999,3.486545543,37.7,52.42052972,2.017786414,74.764,12.87,6.78
2010,Uganda,3125,604.7660079,6.332565116,42.9,,8.448726423,52.976,1.9,4.97
2010,Ukraine,0,2144.248047,3.071230392,29.0,,13.56957649,67.95682927,7.18,10.97
2010,Uruguay,0,11024.38804,7.46013213,,76.11445971,4.69927739,76.194,12.01,7.96
2010,South Africa,0,5458.230166,5.277051973,64.8,,2.062846165,53.98,19.744,8.65
2010,Zambia,0,941.4469541,7.235599007,,,18.3244397,50.659,15.9,6.42
2010,Zimbabwe,0,1105.755119,-5.711083707,,,,44.768,4.546,7.47
